url,user_label,model_confidence,timestamp
https://www.google.com/search?q=alan+wake+2+bright+falls+nursery+rhyme+locations&sca_esv=34ff7ba40cb0857d&sxsrf=AE3TifMUDtb1s3UPNXuuGBxnsyxIc9t63Q%3A1766683235956&source=hp&ei=Y3JNab3kOMqHxc8P9ZHCgQo&iflsig=AOw8s4IAAAAAaU2Ac_XOUfwFdrTExTA-8bdK8gho2RoK&udm=2&oq=&gs_lp=Egdnd3Mtd2l6IgAqAggBMg0QIxiABBgnGIoFGOoCMhUQIxjwBRiABBgTGCcYyQIYigUY6gIyBxAjGCcY6gIyDRAjGIAEGCcYigUY6gIyDRAjGIAEGCcYigUY6gIyBxAjGCcY6gIyBxAjGCcY6gIyDxAjGIAEGBMYJxiKBRjqAjINECMYgAQYJxiKBRjqAjINECMYgAQYJxiKBRjqAkivA1AAWABwAXgAkAEAmAEAoAEAqgEAuAEByAEAmAIBoAIEqAIKmAME8QWpBRyyHCo8B5IHATGgBwCyBwC4BwDCBwMyLTHIBwOACAA&sclient=gws-wiz,False,0.48,2025-12-25T20:23:39.986546
https://www.google.com/search?q=alan+wake+2+bright+falls+nursery+rhyme+locations&sca_esv=34ff7ba40cb0857d&sxsrf=AE3TifMUDtb1s3UPNXuuGBxnsyxIc9t63Q%3A1766683235956&source=hp&ei=Y3JNab3kOMqHxc8P9ZHCgQo&iflsig=AOw8s4IAAAAAaU2Ac_XOUfwFdrTExTA-8bdK8gho2RoK&udm=2&oq=&gs_lp=Egdnd3Mtd2l6IgAqAggBMg0QIxiABBgnGIoFGOoCMhUQIxjwBRiABBgTGCcYyQIYigUY6gIyBxAjGCcY6gIyDRAjGIAEGCcYigUY6gIyDRAjGIAEGCcYigUY6gIyBxAjGCcY6gIyBxAjGCcY6gIyDxAjGIAEGBMYJxiKBRjqAjINECMYgAQYJxiKBRjqAjINECMYgAQYJxiKBRjqAkivA1AAWABwAXgAkAEAmAEAoAEAqgEAuAEByAEAmAIBoAIEqAIKmAME8QWpBRyyHCo8B5IHATGgBwCyBwC4BwDCBwMyLTHIBwOACAA&sclient=gws-wiz,True,0.48,2025-12-25T20:23:45.465780
https://www.google.com/search?q=alan+wake+2+bright+falls+nursery+rhyme+locations&sca_esv=34ff7ba40cb0857d&sxsrf=AE3TifMUDtb1s3UPNXuuGBxnsyxIc9t63Q%3A1766683235956&source=hp&ei=Y3JNab3kOMqHxc8P9ZHCgQo&iflsig=AOw8s4IAAAAAaU2Ac_XOUfwFdrTExTA-8bdK8gho2RoK&udm=2&oq=&gs_lp=Egdnd3Mtd2l6IgAqAggBMg0QIxiABBgnGIoFGOoCMhUQIxjwBRiABBgTGCcYyQIYigUY6gIyBxAjGCcY6gIyDRAjGIAEGCcYigUY6gIyDRAjGIAEGCcYigUY6gIyBxAjGCcY6gIyBxAjGCcY6gIyDxAjGIAEGBMYJxiKBRjqAjINECMYgAQYJxiKBRjqAjINECMYgAQYJxiKBRjqAkivA1AAWABwAXgAkAEAmAEAoAEAqgEAuAEByAEAmAIBoAIEqAIKmAME8QWpBRyyHCo8B5IHATGgBwCyBwC4BwDCBwMyLTHIBwOACAA&sclient=gws-wiz,True,0.48,2025-12-25T20:23:48.557525
https://www.google.com/search?q=alan+wake+2+bright+falls+nursery+rhyme+locations&sca_esv=34ff7ba40cb0857d&sxsrf=AE3TifMIGWb5UcerhTz-PmAASPVhZ7C_DA%3A1766684672616&ei=AHhNaZCuJeiGxc8PlMi78Ag&udm=2&oq=&gs_lp=Egxnd3Mtd2l6LXNlcnAiACoCCAAyFRAjGPAFGIAEGBMYJxjJAhiKBRjqAjINECMYgAQYJxiKBRjqAjIHECMYJxjqAjIPECMYgAQYExgnGIoFGOoCMg0QIxiABBgnGIoFGOoCMg0QIxiABBgnGIoFGOoCMg0QIxiABBgnGIoFGOoCMgcQIxgnGOoCMgcQIxgnGOoCMg8QIxiABBgTGCcYigUY6gIyFhAAGIAEGEMYtAIY5wYYigUY6gLYAQEyFhAAGIAEGEMYtAIY5wYYigUY6gLYAQEyFhAAGIAEGEMYtAIY5wYYigUY6gLYAQEyFhAAGIAEGEMYtAIY5wYYigUY6gLYAQEyFhAAGIAEGEMYtAIY5wYYigUY6gLYAQEyGRAuGIAEGEMYtAIY5wYYyAMYigUY6gLYAQEyHxAuGIAEGNEDGEMYtAIY5wYYxwEYyAMYigUY6gLYAQFIsQZQAFgAcAF4AJABAJgBAKABAKoBALgBAcgBAPgBAZgCAaACBagCEZgDBfEFqL9J2slbzxu6BgYIARABGAGSBwExoAcAsgcAuAcAwgcDMi0xyAcFgAgA&sclient=gws-wiz-serp,False,0.57,2025-12-25T20:44:40.873647
https://leetcode.com/,False,0.73,2025-12-26T14:12:10.652347
https://virtualpiano.net/,False,0.7766666666666666,2025-12-29T19:24:25.658598
https://beckyts.click/,True,0.02,2026-01-14T16:14:22.839219
https://k26ashdhasdhashdhashdhashd.click/,True,1,2026-01-15T01:16:29.681342
https://k26ashdhasdhashdhashdhashd.click/,True,1,2026-01-15T01:16:33.231970
https://steye-gtmek-icn-tkla-hemn.cfd/,False,1,2026-01-15T16:42:30.017789
https://app.jobscan.co/auth/login?redirect=https://app.jobscan.co/resume-builder/experience,True,0,2026-01-15T16:44:06.986413
https://app.jobscan.co/auth/login?redirect=https://app.jobscan.co/resume-builder/experience,False,0,2026-01-15T16:44:12.620738
https://2026konuthatti.sbs/,False,1,2026-01-15T16:45:27.705591
https://web-sayfalari.com/,True,1,2026-01-15T16:54:10.990462
https://steye-gtmek-icn-tkla-hemn.cfd/,False,1,2026-01-15T17:04:53.329252
https://gemini.google.com/app/083ec7a5d4f40b88?hl=tr,True,0.024,2026-01-15T17:10:43.776825
https://neuromat.com.tr/,False,0.332,2026-01-15T18:10:04.994722
https://personal-desktops-app.com/download/windows?utm_campaign=tr%2Ftv%2Fa4189+-+Copy&utm_content=tr%2Ftv%2Fa4189%2F+ct-live&cid=tr%2Ftv%2Ff4189%2F413-west&fbid=853362047543955&utm_medium=paid&utm_source=fb&utm_id=120243604825040102&utm_term=120243604825060102&fbclid=IwY2xjawPV4CVleHRuA2FlbQEwAGFkaWQBqzDsHIjqJmJyaWQRMWt0b00zNjRhTjhob256cklzcnRjBmFwcF9pZBAyMjIwMzkxNzg4MjAwODkyAAEebVErJvqo5h6Ew_YkqE457s1Rxs7YAVYzCPpZtbhDJf6Uq5tF74kTQWs9Eqk_aem_h2Pm8b1Qb4g8e0WfyvqjRQ,True,0.659,2026-01-15T18:12:33.060846
https://user-apps-desktops.com/download/windows?utm_campaign=VG_2034414460738819_1401_LAND42.1_1-1-1&fbid=870683799159703&utm_content=dbine90en&cid=1_World_701_2455_mw&bid=%7B%7Bbid%7D%7D&fbclid=IwY2xjawPV4CZleHRuA2FlbQEwAGFkaWQBqywr89STA2JyaWQRMWt0b00zNjRhTjhob256cklzcnRjBmFwcF9pZBAyMjIwMzkxNzg4MjAwODkyAAEebVErJvqo5h6Ew_YkqE457s1Rxs7YAVYzCPpZtbhDJf6Uq5tF74kTQWs9Eqk_aem_qxh78Beku0IaXKZE3LPoog&subid=2eivjb5.64b.414aa,True,0.667,2026-01-15T18:12:43.838505
